Kaveri Seed Company Ltd.,KSCL,Kaveri Seed Company Ltd.
Muthoot Finance Ltd.,MUTHOOTFIN,Muthoot Finance Ltd.
Prestige Estates Projects Ltd.,PRESTIGE,Prestige Estates Projects Ltd.
Repco Home Finance Ltd.,REPCOHOME,Repco Home Finance Ltd.
Va Tech Wabag Ltd.,WABAG,Va Tech Wabag Ltd.
Indian Bank,INDIANB,Indian Bank
The Ramco Cements Ltd.,RAMCOCEM,The Ramco Cements Ltd.
Cox & Kings Ltd.,COX&KINGS,Cox & Kings Ltd.
Gruh Finance Ltd.,GRUH,Gruh Finance Ltd.
JK Lakshmi Cement Ltd.,JKLAKSHMI,JK Lakshmi Cement Ltd.
Alstom T&D India Ltd.,GET&D,Alstom T&D India Ltd.
McLeod Russel India Ltd.,MCLEODRUSS,McLeod Russel India Ltd.
UCO Bank,UCOBANK,UCO Bank
Max India Ltd.,MAXINDIA,Max India Ltd.
Ajanta Pharmaceuticals Ltd.,AJANTPHARM,Ajanta Pharmaceuticals Ltd.
NATCO Pharma Ltd.,NATCOPHARM,NATCO Pharma Ltd.
PI Industries Ltd.,PIIND,PI Industries Ltd.
Sadbhav Engineering Ltd,SADBHAV,Sadbhav Engineering Ltd
SRF Ltd.,SRF,SRF Ltd.
Sun Pharma Advanced Research Company Ltd.,SPARC,Sun Pharma Advanced Research Company Ltd.
Kajaria Ceramics Ltd.,KAJARIACER,Kajaria Ceramics Ltd.
Balkrishna Industries Ltd.,BALKRISIND,Balkrishna Industries Ltd.
Gateway Distriparks Ltd.,GDL,Gateway Distriparks Ltd.
Jain Irrigation Systems Ltd.,JISLDVREQS,Jain Irrigation Systems Ltd.
Karnataka Bank Ltd.,KTKBANK,Karnataka Bank Ltd.
PTC India Ltd.,PTC,PTC India Ltd.
Reliance Defence and Engineering Ltd.,RNAVAL,Reliance Defence and Engineering Ltd.
Sadbhav Engineering Ltd.,SADBHAV,Sadbhav Engineering Ltd.
Sobha Ltd.,SOBHA,Sobha Ltd.
South Indian Bank Ltd.,SOUTHBANK,South Indian Bank Ltd.
Hindustan Copper Ltd.,HINDCOPPER,Hindustan Copper Ltd.
Inox Wind Ltd.,INOXWIND,Inox Wind Ltd.
Jubilant Life Sciences Ltd.,JUBILANT,Jubilant Life Sciences Ltd.
National Buildings Construction Corporation Ltd.,NBCC,National Buildings Construction Corporation Ltd.
PC Jeweller Ltd.,PCJEWELLER,PC Jeweller Ltd.
Syngene International Ltd.,SYNGENE,Syngene International Ltd.
Tata Elxsi Ltd.,TATAELXSI,Tata Elxsi Ltd.
TTK Prestige Ltd.,TTKPRESTIG,TTK Prestige Ltd.
Welspun India Ltd.,WELSPUNIND,Welspun India Ltd.
Aditya Birla Fashion and Retail Ltd.,ABFRL,Aditya Birla Fashion and Retail Ltd.
Alkem Laboratories Ltd.,ALKEM,Alkem Laboratories Ltd.
Allahabad Bank,ALBK,Allahabad Bank
Cholamandalam Investment and Finance Company Ltd.,CHOLAFIN,Cholamandalam Investment and Finance Company Ltd.
IDFC Bank Ltd.,IDFCFIRSTB,IDFC Bank Ltd.
Max Financial Services Ltd.,MFSL,Max Financial Services Ltd.
Crompton Greaves Consumer Electricals Ltd.,CROMPTON,Crompton Greaves Consumer Electricals Ltd.
RBL Bank Ltd.,RBLBANK,RBL Bank Ltd.
Dalmia Bharat Ltd.,DALMIABHA,Dalmia Bharat Ltd.
Dr. Lal Path Labs Ltd.,LALPATHLAB,Dr. Lal Path Labs Ltd.
Endurance Technologies Ltd.,ENDURANCE,Endurance Technologies Ltd.
L&T Technology Services Ltd.,LTTS,L&T Technology Services Ltd.
Manappuram Finance Ltd.,MANAPPURAM,Manappuram Finance Ltd.
Quess Corp Ltd.,QUESS,Quess Corp Ltd.
Mahanagar Gas Ltd.,MGL,Mahanagar Gas Ltd.
PNB Housing Finance Ltd.,PNBHOUSING,PNB Housing Finance Ltd.
Housing & Urban Development Corporation Ltd.,HUDCO,Housing & Urban Development Corporation Ltd.
CESC Ltd.,CESC,CESC Ltd.
Strides Shasun Ltd.,STAR,Strides Shasun Ltd.
AU Small Finance Bank Ltd.,AUBANK,AU Small Finance Bank Ltd.
V-Guard Industries Ltd.,VGUARD,V-Guard Industries Ltd.
Dilip Buildcon Ltd.,DBL,Dilip Buildcon Ltd.
Future Consumer Ltd.,FCONSUMER,Future Consumer Ltd.
Godrej Agrovet Ltd.,GODREJAGRO,Godrej Agrovet Ltd.
Indiabulls Ventures Ltd.,IBVENTURES,Indiabulls Ventures Ltd.
Sterlite Technologies Ltd.,STRTECH,Sterlite Technologies Ltd.
IRB Infrastructure Developers Ltd.,IRB,IRB Infrastructure Developers Ltd.
Avanti Feeds Ltd.,AVANTIFEED,Avanti Feeds Ltd.
Graphite India Ltd.,GRAPHITE,Graphite India Ltd.
H.E.G. Ltd.,HEG,H.E.G. Ltd.
Larsen & Toubro Infotech Ltd.,LTI,Larsen & Toubro Infotech Ltd.
Bharat Financial Inclusion Ltd.,BHARATFIN,Bharat Financial Inclusion Ltd.
Century Textile & Industries Ltd.,CENTURYTEX,Century Textile & Industries Ltd.
Bombay Burmah Trading Corporation Ltd.,BBTC,Bombay Burmah Trading Corporation Ltd.
Varroc Engineering Ltd.,VARROC,Varroc Engineering Ltd.
Godrej Properties Ltd.,GODREJPROP,Godrej Properties Ltd.
Reliance Nippon Life Asset Management Ltd.,NAM-INDIA,Reliance Nippon Life Asset Management Ltd.
Varun Beverages Ltd.,VBL,Varun Beverages Ltd.
Whirlpool of India Ltd.,WHIRLPOOL,Whirlpool of India Ltd.
Ispat Industries Ltd.,JSWISPAT,Ispat Industries Ltd.
Hinduja Ventures Ltd.,NXTDIGITAL,Hinduja Ventures Ltd.
Micro Inks Ltd.,MICRO,Micro Inks Ltd.
Aban Offshore Ltd.,ABAN,Aban Offshore Ltd.
Wyeth Ltd.,WYETH,Wyeth Ltd.
Monsanto India Ltd.,MONSANTO,Monsanto India Ltd.
Essar Steel Ltd.,ESTL,Essar Steel Ltd.
HT Media Ltd.,HTMEDIA,HT Media Ltd.
IVRCL Infrastructures & Projects Ltd.,IVRCLINFRA,IVRCL Infrastructures & Projects Ltd.
Deccan Chronicle Holdings Ltd.,DCHL,Deccan Chronicle Holdings Ltd.
Kirloskar Brothers Ltd.,KIRLOSBROS,Kirloskar Brothers Ltd.
Ballarpur Industries Ltd.,BALLARPUR,Ballarpur Industries Ltd.
Sundram Fasteners Ltd.,SUNDRMFAST,Sundram Fasteners Ltd.
Sundaram Clayton Ltd.,SUNCLAYLTD,Sundaram Clayton Ltd.
Omaxe Ltd.,OMAXE,Omaxe Ltd.
Parsvnath Developer Ltd.,PARSVNATH,Parsvnath Developer Ltd.
Centurion Bank of Punjab Ltd.,CENTBOP,Centurion Bank of Punjab Ltd.
Asahi India Glass Ltd.,ASAHIINDIA,Asahi India Glass Ltd.
Birla Corporation Ltd.,BIRLACORPN,Birla Corporation Ltd.
Alfa Laval (India) Ltd.,ALFALAVAL,Alfa Laval (India) Ltd.
Anant Raj Industries Ltd.,ANANTRAJ,Anant Raj Industries Ltd.
Ackruti City Ltd.,HUBTOWN,Ackruti City Ltd.
KSK Energy Ventures Ltd,KSK,KSK Energy Ventures Ltd
Hotel Leelaventure Ltd.,HLVLTD,Hotel Leelaventure Ltd.
Dredging Corporation of India Ltd.,DREDGECORP,Dredging Corporation of India Ltd.
Areva T&D India Ltd.,GET&D,Areva T&D India Ltd.
Matrix Laboratories Ltd.,MATRIXLABS,Matrix Laboratories Ltd.
Bombay Dyeing & Manufacturing Co. Ltd.,BOMDYEING,Bombay Dyeing & Manufacturing Co. Ltd.
Gammon India Ltd.,GAMMONIND,Gammon India Ltd.
Pantaloon Retail (India) Ltd.,FEL,Pantaloon Retail (India) Ltd.
HMT Ltd.,HMT,HMT Ltd.
Rashtriya Chemicals & Fertilizers Ltd.,RCF,Rashtriya Chemicals & Fertilizers Ltd.
Bank of Maharashtra,MAHABANK,Bank of Maharashtra
KSK Energy Ventures Ltd.,KSK,KSK Energy Ventures Ltd.
Voltas Ltd.,VOLTAS,Voltas Ltd.
Bajaj Hindusthan Ltd.,BAJAJHIND,Bajaj Hindusthan Ltd.
Balrampur Chini Mills Ltd.,BALRAMCHIN,Balrampur Chini Mills Ltd.
Jubilant Foodworks Ltd.,JUBLFOOD,Jubilant Foodworks Ltd.
Pipavav Defence and Offshore Engineering Company Ltd.,RNAVAL,Pipavav Defence and Offshore Engineering Company Ltd.
Alstom India Ltd.,GEPIL,Alstom India Ltd.
Gujarat State Petronet Ltd.,GSPL,Gujarat State Petronet Ltd.
Havell's India Ltd.,HAVELLS,Havell's India Ltd.
JSW Energy Ltd.,JSWENERGY,JSW Energy Ltd.
Strides Arcolab Ltd.,STAR,Strides Arcolab Ltd.
Ceat Ltd.,CEATLTD,Ceat Ltd.
Infibeam Incorporation Ltd.,INFIBEAM,Infibeam Incorporation Ltd.
CG Power and Industrial Solutions Ltd.,CGPOWER,CG Power and Industrial Solutions Ltd.
Kansai Nerolac Paints Ltd.,KANSAINER,Kansai Nerolac Paints Ltd.
Sanofi India Ltd.,SANOFI,Sanofi India Ltd.
NBCC (India) Ltd.,NBCC,NBCC (India) Ltd.
MOIL Ltd.,MOIL,MOIL Ltd.
Triveni Engineering & Industries Ltd.,TRIVENI,Triveni Engineering & Industries Ltd.
Essar Shipping Ports & Logistics Ltd.,ESSARPORTS,Essar Shipping Ports & Logistics Ltd.
Tata Coffee Ltd.,TATACOFFEE,Tata Coffee Ltd.
Kwality Dairy (India) Ltd.,KWALITY,Kwality Dairy (India) Ltd.
S.E. Investments Ltd.,PAISALO,S.E. Investments Ltd.
UTV Software Communication Ltd.,UTVSOF,UTV Software Communication Ltd.
Zuari Industries Ltd.,ZUARIGLOB,Zuari Industries Ltd.
Allied Digital Services Ltd.,ADSL,Allied Digital Services Ltd.
Dhanlaxmi Bank Ltd.,DHANBANK,Dhanlaxmi Bank Ltd.
Dishman Pharmaceuticals & Chemicals Ltd.,DPC02,Dishman Pharmaceuticals & Chemicals Ltd.
GTL Infrastructure Ltd.,GTLINFRA,GTL Infrastructure Ltd.
Orbit Corporation Ltd.,ORBITCORP,Orbit Corporation Ltd.
Spectacle Infotek Ltd.,SPECTACLE,Spectacle Infotek Ltd.
Texmaco Infrastructure & Holdings Ltd.,TEXINFRA,Texmaco Infrastructure & Holdings Ltd.
3i Infotech Ltd.,3IINFOTECH,3i Infotech Ltd.
Adhunik Metaliks Ltd.,ADHUNIK,Adhunik Metaliks Ltd.
AstraZenca Pharma India Ltd.,ASTRAZEN,AstraZenca Pharma India Ltd.
D B Realty Ltd.,DBREALTY,D B Realty Ltd.
Era Infra Engineering Ltd.,ERAINFRA,Era Infra Engineering Ltd.
Everonn Education Ltd.,EVERONN,Everonn Education Ltd.
Great Offshore Ltd.,GTOFFSHORE,Great Offshore Ltd.
Jai Balaji Industries Ltd.,JAIBALAJI,Jai Balaji Industries Ltd.
Jindal Poly Films Ltd.,JINDALPOLY,Jindal Poly Films Ltd.
K.S. Oils Ltd.,KSOILS,K.S. Oils Ltd.
MVL Ltd.,MVL,MVL Ltd.
Sujana Towers Ltd.,NTL,Sujana Towers Ltd.
United Breweries (Holdings) Ltd.,UBHOLDINGS,United Breweries (Holdings) Ltd.
Finolex Industries Ltd.,FINPIPE,Finolex Industries Ltd.
Geodesic Ltd.,GEODESIC,Geodesic Ltd.
Glodyne Technoserve Ltd.,GLODYNE,Glodyne Technoserve Ltd.
Hotel Leela Venture Ltd.,HLVLTD,Hotel Leela Venture Ltd.
Jindal SouthWest Hold Ltd.,JSWHL,Jindal SouthWest Hold Ltd.
Jyoti Structures Ltd.,JYOTISTRUC,Jyoti Structures Ltd.
Karuturi Global Ltd.,KGL,Karuturi Global Ltd.
Kemrock Industries and Exports Ltd.,KEMROCK,Kemrock Industries and Exports Ltd.
Mercator Ltd.,MERCATOR,Mercator Ltd.
OnMobile Global Ltd.,ONMOBILE,OnMobile Global Ltd.
Anant Raj Ltd.,ANANTRAJ,Anant Raj Ltd.
Den Networks Ltd.,DEN,Den Networks Ltd.
BF Utilities Ltd.,BFUTILITIE,BF Utilities Ltd.
Prakash Industries Ltd.,PRAKASH,Prakash Industries Ltd.
S. Kumars Nationwide Ltd.,SKUMARSYNF,S. Kumars Nationwide Ltd.
Tulip Telecom Ltd.,TULIP,Tulip Telecom Ltd.
UFLEX Ltd.,UFLEX,UFLEX Ltd.
BGR Energy Systems Ltd,BGRENERGY,BGR Energy Systems Ltd
JBF Industries Ltd.,JBFIND,JBF Industries Ltd.
Radico Khaitan Ltd,RADICO,Radico Khaitan Ltd
Reliance Industrial Infrastructure Ltd.,RIIL,Reliance Industrial Infrastructure Ltd.
Polaris Financial Technology Ltd.,POLARIS,Polaris Financial Technology Ltd.
Firstsource Solutions Ltd.,FSL,Firstsource Solutions Ltd.
Jaypee Infratech Ltd.,JPINFRATEC,Jaypee Infratech Ltd.
ABG Shipyard Ltd.,ABGSHIP,ABG Shipyard Ltd.
Gati Ltd.,GATI,Gati Ltd.
Himachal Fut Com Ltd.,HFCL,Himachal Fut Com Ltd.
JK Tyre & Industries Ltd.,JKTYRE,JK Tyre & Industries Ltd.
Marksans Pharma Ltd.,MARKSANS,Marksans Pharma Ltd.
PTC India Fin Serv Ltd.,PFS,PTC India Fin Serv Ltd.
Polaris Consulting & Services Ltd.,POLARIS,Polaris Consulting & Services Ltd.
RattanIndia Power Ltd.,RTNPOWER,RattanIndia Power Ltd.
Eros Intl Media Ltd.,EROSMEDIA,Eros Intl Media Ltd.
Kec International Ltd.,KEC,Kec International Ltd.
Suven Life Sciences Ltd.,SUVEN,Suven Life Sciences Ltd.
National Buildings Construction Corp. Ltd.,NBCC,National Buildings Construction Corp. Ltd.
State Bank of Travancore,SBT,State Bank of Travancore
Future Consumer Enterprise Ltd.,FCONSUMER,Future Consumer Enterprise Ltd.
GHCL Ltd.,GHCL,GHCL Ltd.
Godfrey Phillips India Ltd.,GODFRYPHLP,Godfrey Phillips India Ltd.
Granules India Ltd.,GRANULES,Granules India Ltd.
Intellect Design Arena Ltd.,INTELLECT,Intellect Design Arena Ltd.
Kitex Garments Ltd.,KITEX,Kitex Garments Ltd.
PVR Ltd.,PVR,PVR Ltd.
VRL Logistics Ltd.,VRLLOG,VRL Logistics Ltd.
Zensar Technolgies Ltd.,ZENSARTECH,Zensar Technolgies Ltd.
Alok Industries Ltd.,ALOKTEXT,Alok Industries Ltd.
Ashoka Buildcon Ltd.,ASHOKA,Ashoka Buildcon Ltd.
Astra Microwave Products Ltd.,ASTRAMICRO,Astra Microwave Products Ltd.
Capital First Ltd.,CAPF,Capital First Ltd.
Century Plyboards (India) Ltd.,CENTURYPLY,Century Plyboards (India) Ltd.
Himatsingka Seide Ltd.,HIMATSEIDE,Himatsingka Seide Ltd.
Indo Count Industries Ltd.,ICIL,Indo Count Industries Ltd.
KRBL Ltd.,KRBL,KRBL Ltd.
Ujjivan Financial Services Ltd.,UJJIVAN,Ujjivan Financial Services Ltd.
State Bank of Bikaner & Jaipur Ltd.,SBBJ,State Bank of Bikaner & Jaipur Ltd.
Advanced Enzyme Tech Ltd.,ADVENZYMES,Advanced Enzyme Tech Ltd.
Lakshmi Vilas Bank Ltd.,LAKSHVILAS,Lakshmi Vilas Bank Ltd.
Shoppers Stop Ltd.,SHOPERSTOP,Shoppers Stop Ltd.
Aegis Logistics Ltd.,AEGISCHEM,Aegis Logistics Ltd.
Gujarat Narmada Valley Fertilizers and Chemicals Ltd.,GNFC,Gujarat Narmada Valley Fertilizers and Chemicals Ltd.
JM Financial Ltd.,JMFINANCIL,JM Financial Ltd.
BSE Ltd.,BSE,BSE Ltd.
Future Lifestyle Fashions Ltd.,FLFL,Future Lifestyle Fashions Ltd.
GIC Housing Finance Ltd.,GICHSGFIN,GIC Housing Finance Ltd.
Laurus Labs Ltd.,LAURUSLABS,Laurus Labs Ltd.
PNC Infratech Ltd.,PNCINFRA,PNC Infratech Ltd.
Rain Industries Ltd,RAIN,Rain Industries Ltd
Tamil Nadu Newsprint & Papers Ltd.,TNPL,Tamil Nadu Newsprint & Papers Ltd.
Time Technoplast Ltd.,TIMETECHNO,Time Technoplast Ltd.
Trident Ltd.,TRIDENT,Trident Ltd.
Bajaj Hindusthan Sugar Ltd.,BAJAJHIND,Bajaj Hindusthan Sugar Ltd.
BASF India Ltd.,BASF,BASF India Ltd.
Deepak Fertilisers & Petrochemicals Corp. Ltd.,DEEPAKFERT,Deepak Fertilisers & Petrochemicals Corp. Ltd.
FDC Ltd.,FDC,FDC Ltd.
GE Power India Ltd.,GEPIL,GE Power India Ltd.
Greaves Cotton Ltd.,GREAVESCOT,Greaves Cotton Ltd.
IL&FS Transportation Networks Ltd.,IL&FSTRANS,IL&FS Transportation Networks Ltd.
Magma Fincorp Ltd.,MAGMA,Magma Fincorp Ltd.
Praj Industries Ltd.,PRAJIND,Praj Industries Ltd.
Prism Cement Ltd.,PRSMJOHNSN,Prism Cement Ltd.
SJVN Ltd.,SJVN,SJVN Ltd.
Zydus Wellness Ltd.,ZYDUSWELL,Zydus Wellness Ltd.
Atul Ltd.,ATUL,Atul Ltd.
Can Fin Homes Ltd.,CANFINHOME,Can Fin Homes Ltd.
CARE Ratings Ltd.,CARERATING,CARE Ratings Ltd.
Cochin Shipyard Ltd.,COCHINSHIP,Cochin Shipyard Ltd.
E.I.D. Parry (India) Ltd.,EIDPARRY,E.I.D. Parry (India) Ltd.
Equitas Holdings Ltd.,EQUITAS,Equitas Holdings Ltd.
Gujarat Alkalies & Chemicals Ltd.,GUJALKALI,Gujarat Alkalies & Chemicals Ltd.
Himadri Speciality Chemical Ltd.,HSCL,Himadri Speciality Chemical Ltd.
India Tourism Development Corporation Ltd.,ITDC,India Tourism Development Corporation Ltd.
ITI Ltd.,ITI,ITI Ltd.
Kalpataru Power Transmission Ltd.,KALPATPOWR,Kalpataru Power Transmission Ltd.
Lakshmi Machine Works Ltd.,LAXMIMACH,Lakshmi Machine Works Ltd.
Manpasand Beverages Ltd.,MANPASAND,Manpasand Beverages Ltd.
National Fertilizers Ltd.,NFL,National Fertilizers Ltd.
Rupa & Company Ltd.,RUPA,Rupa & Company Ltd.
S H Kelkar and Company Ltd.,SHK,S H Kelkar and Company Ltd.
Sintex Plastics Technology Ltd.,SPTL,Sintex Plastics Technology Ltd.
Swan Energy Ltd.,SWANENERGY,Swan Energy Ltd.
Timken India Ltd.,TIMKEN,Timken India Ltd.
Reliance Naval and Engineering Ltd.,RNAVAL,Reliance Naval and Engineering Ltd.
Galaxy Surfactants Ltd.,GALAXYSURF,Galaxy Surfactants Ltd.
Lemon Tree Hotels Ltd.,LEMONTREE,Lemon Tree Hotels Ltd.
Lux Industries Ltd.,LUXIND,Lux Industries Ltd.
Phillips Carbon Black Ltd.,PHILIPCARB,Phillips Carbon Black Ltd.
Shankara Building Products Ltd.,SHANKARA,Shankara Building Products Ltd.
Strides Pharma Science Ltd.,STAR,Strides Pharma Science Ltd.
Venky's (India) Ltd.,VENKEYS,Venky's (India) Ltd.
RITES Ltd.,RITES,RITES Ltd.
SREI Infrastructure Finance Ltd.,SREINFRA,SREI Infrastructure Finance Ltd.
CreditAccess Grameen Ltd.,CREDITACC,CreditAccess Grameen Ltd.
DCM Shriram Ltd.,DCMSHRIRAM,DCM Shriram Ltd.
Deepak Nitrite Ltd.,DEEPAKNTR,Deepak Nitrite Ltd.
IRCON International Ltd.,IRCON,IRCON International Ltd.
Linde India Ltd.,LINDEINDIA,Linde India Ltd.
Minda Industries Ltd.,MINDAIND,Minda Industries Ltd.
Sonata Software Ltd.,SONATSOFTW,Sonata Software Ltd.
Sunteck Realty Ltd.,SUNTECK,Sunteck Realty Ltd.
Blue Star Ltd.,BLUESTARCO,Blue Star Ltd.
Arvind Fashions Ltd.,ARVINDFASN,Arvind Fashions Ltd.
Aster DM Healthcare Ltd.,ASTERDM,Aster DM Healthcare Ltd.
Chalet Hotels Ltd.,CHALET,Chalet Hotels Ltd.
J.K. Cement Ltd.,JKCEMENT,J.K. Cement Ltd.
KEI Industries Ltd.,KEI,KEI Industries Ltd.
Metropolis Healthcare Ltd.,METROPOLIS,Metropolis Healthcare Ltd.
Multi Commodity Exchange of India Ltd.,MCX,Multi Commodity Exchange of India Ltd.
Polycab India Ltd.,POLYCAB,Polycab India Ltd.
Rail Vikas Nigam Ltd.,RVNL,Rail Vikas Nigam Ltd.
Indiamart Intermesh Ltd.,INDIAMART,Indiamart Intermesh Ltd.
Spandana Sphoorty Financial Ltd.,SPANDANA,Spandana Sphoorty Financial Ltd.
Spicejet Ltd.,SPICEJET,Spicejet Ltd.
20th Century Finance Corporation Ltd.,20THCENFIN,20th Century Finance Corporation Ltd.
3M India Ltd.,3MINDIA,3M India Ltd.
AGC Networks Ltd.,AGCNET,AGC Networks Ltd.
AP Paper Mills Ltd.,20THCENFIN,AP Paper Mills Ltd.
APR Ltd.,APRAYON,APR Ltd.
ATV Projects India Ltd.,ATVPROJ,ATV Projects India Ltd.
Ador Welding Ltd.,ADORWELD,Ador Welding Ltd.
Agro Tech Foods Ltd.,ATFL,Agro Tech Foods Ltd.
Ahmednagar Forgings Ltd.,METALFORGE,Ahmednagar Forgings Ltd.
Alembic Ltd.,ALEMBICLTD,Alembic Ltd.
Alpic Finance Ltd.,ALPICFIN,Alpic Finance Ltd.
Alpine Industries Ltd.,ALPINEIND,Alpine Industries Ltd.
Altos India Ltd.,ALTOS,Altos India Ltd.
Ambalal Sarabhai Enterprises Ltd.,AMBASARABH,Ambalal Sarabhai Enterprises Ltd.
Amrut Industries Ltd.,AMRUTIND,Amrut Industries Ltd.
Apple Credit Corporation Ltd.,APPLECREDT,Apple Credit Corporation Ltd.
Apple Finance Ltd.,APPLEIND,Apple Finance Ltd.
Aptech Ltd. (Erstwhile),APTECH,Aptech Ltd. (Erstwhile)
Arvind Polycot Ltd.,ARVINDPOLY,Arvind Polycot Ltd.
Ashok Leyland Finance Ltd.,ASHOKLEY,Ashok Leyland Finance Ltd.
Asian Coffee Ltd.,ASIANCOFFE,Asian Coffee Ltd.
Asian Electronics Ltd.,ASIANELEC,Asian Electronics Ltd.
Asian Hotels (North) Ltd.,ASIANHOTNR,Asian Hotels (North) Ltd.
Assam Company India Ltd.,ASSAMCO,Assam Company India Ltd.
Atcom Technologies Ltd.,ATCOM,Atcom Technologies Ltd.
Atlas Copco (India) Ltd.,ATLASCOPCO,Atlas Copco (India) Ltd.
Atlas Cycle (Haryana) Ltd.,ATLASCYCLE,Atlas Cycle (Haryana) Ltd.
Automotive Axles Ltd.,AUTOAXLES,Automotive Axles Ltd.
Autoriders Finance Ltd.,AUTORIDFIN,Autoriders Finance Ltd.
BIL Industries Ltd.,BHUPENIND,BIL Industries Ltd.
BPL Engineering Ltd.,BPLENGG,BPL Engineering Ltd.
BPL Ltd.,BPL,BPL Ltd.
Bajaj Tempo Ltd.,FORCEMOT,Bajaj Tempo Ltd.
Balaji Distilleries Ltd.,BALAJIDIST,Balaji Distilleries Ltd.
Bannari Amman Sugars Ltd.,BANARISUG,Bannari Amman Sugars Ltd.
Baroda Rayon Corporation Ltd.,BARODARAYN,Baroda Rayon Corporation Ltd.
Bayer Cropscience Ltd.,BAYERCROP,Bayer Cropscience Ltd.
Bell Ceramics Ltd.,BELCERAMIC,Bell Ceramics Ltd.
Bharat Bijlee Ltd.,BBL,Bharat Bijlee Ltd.
Bharti Telecom Ltd.-Suspended,BHARTITELE,Bharti Telecom Ltd.-Suspended
Binani Industries Ltd.,BINANIIND,Binani Industries Ltd.
Birla Global Finance Ltd.,BGFL,Birla Global Finance Ltd.
Birla Power Solutions Ltd.,BIRLAPOWER,Birla Power Solutions Ltd.
Blow Plast Ltd.,BLOWPLAST,Blow Plast Ltd.
Brabourne Enterprises Ltd.,BRABOURNE,Brabourne Enterprises Ltd.
Burroughs Wellcome (India) Ltd.,BURRWELCOM,Burroughs Wellcome (India) Ltd.
CFL Capital Financial Services Ltd.,CEATFIN,CFL Capital Financial Services Ltd.
Cable Corporation of India Ltd.,CCI,Cable Corporation of India Ltd.
Cabot India Ltd.,CABOTINDIA,Cabot India Ltd.
Caprihans India Ltd.,CAPRIHANS,Caprihans India Ltd.
Carborundum Universal Ltd.,CARBORUNIV,Carborundum Universal Ltd.
Centak Chemicals Ltd.,CENTAKCHEM,Centak Chemicals Ltd.
Century Enka Ltd.,CENTENKA,Century Enka Ltd.
Cheminor Drugs Ltd.,CHEMNODRUG,Cheminor Drugs Ltd.
Chemplast Sanmar Ltd.,CHEMPLAST,Chemplast Sanmar Ltd.
Chicago Pneumatic India Ltd.,CHICAGPNUM,Chicago Pneumatic India Ltd.
Chowgule Steamships Ltd.,CHOWGULSTM,Chowgule Steamships Ltd.
Clariant (India) Ltd.,CLNINDIA,Clariant (India) Ltd.
Clariant Chemicals (India) Ltd.,CLNINDIA,Clariant Chemicals (India) Ltd.
Core Healthcare Ltd.,COREPARENT,Core Healthcare Ltd.
Cosmo Films Ltd.,COSMOFILMS,Cosmo Films Ltd.
DCL Polyesters Ltd.,DCLPOLY,DCL Polyesters Ltd.
DCW Ltd.,DCW,DCW Ltd.
DIC India Ltd.,DICIND,DIC India Ltd.
Daewoo Motors India Ltd.,DCMDAEWOO,Daewoo Motors India Ltd.
Dalmia Bharat Sugar and Industries Ltd.,DALMIASUG,Dalmia Bharat Sugar and Industries Ltd.
Denso India Ltd.,DENSO,Denso India Ltd.
Dewan Rubber Industries Ltd.,DEWANRUB,Dewan Rubber Industries Ltd.
Dhampur Sugar Mills Ltd.,DHAMPURSUG,Dhampur Sugar Mills Ltd.
Dharamsi Morarji Chemical Co. Ltd.,DHARAMORAR,Dharamsi Morarji Chemical Co. Ltd.
Digjam Ltd.,DIGJAMLTD,Digjam Ltd.
ESAB India Ltd.,ESABINDIA,ESAB India Ltd.
Elecon Engineering Co. Ltd.,ELECON,Elecon Engineering Co. Ltd.
Electrex (India) Ltd.,ELECTRX,Electrex (India) Ltd.
Electrosteel Castings Ltd.,ELECTCAST,Electrosteel Castings Ltd.
Elgi Equipments Ltd.,ELGIEQUIP,Elgi Equipments Ltd.
Eskay K'n'IT (India) Ltd.,SHREEKRPET,Eskay K'n'IT (India) Ltd.
Essar Ports Ltd.,ESSARPORTS,Essar Ports Ltd.
Essel Propack Ltd.,ESSELPACK,Essel Propack Ltd.
Everest Industries Ltd.,EVERESTIND,Everest Industries Ltd.
Excel Industries Ltd.- Arrangement,EXCELIND,Excel Industries Ltd.- Arrangement
FGP Ltd.,FGPIND,FGP Ltd.
Fag Bearings India Ltd.,SCHAEFFLER,Fag Bearings India Ltd.
Federal-Mogul Goetze (India) Ltd.,FMGOETZE,Federal-Mogul Goetze (India) Ltd.
Flat Products Equipments (India) Ltd.,FLATPROD,Flat Products Equipments (India) Ltd.
Forbes Gokak Ltd.,FORBESGOK,Forbes Gokak Ltd.
Foseco India Ltd.,FOSECOIND,Foseco India Ltd.
Fulford (India) Ltd.,FULFORD,Fulford (India) Ltd.
GKN Driveshafts Ltd. -Delisted,INVELTRANS,GKN Driveshafts Ltd. -Delisted
GTN Industries Ltd.,GTNIND,GTN Industries Ltd.
Ganesh Benzoplast Ltd.,GANESHBENZ,Ganesh Benzoplast Ltd.
Garden Silk Mills Ltd.,GARDENSILK,Garden Silk Mills Ltd.
Garware Polyester Ltd.,GARWARPOLY,Garware Polyester Ltd.
Garware-Wall Ropes Ltd.,GARFIBRES,Garware-Wall Ropes Ltd.
Godavari Fertilisers & Chemicals Ltd.,GODAVRFERT,Godavari Fertilisers & Chemicals Ltd.
Godrej Industries Ltd.-Old,GODREJINDS,Godrej Industries Ltd.-Old
